Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
722,2:08:13,Robert Kiprotich CHERUIYOT,Men,Marathon,20 DEC 1974,KEN,5,Amsterdam (NED),19 OCT 2003
722,2:08:13,Yared DAGNAW SHAREW,Men,Marathon,1980,ERI,4,Eindhoven (NED),10 OCT 2010
722,2:08:13,Aziz Naji EL IDRISSI,Men,Marathon,08 DEC 1986,MAR,1,Torino (ITA),13 NOV 2011
722,2:08:13,Julius Kipkorir KIPLIMO,Men,Marathon,06 JUN 1985,KEN,2,Hengshui (CHN),22 SEP 2012
722,2:08:13,Dominic NYAIRO,Men,Marathon,22 AUG 1997,KEN,16,Tokyo (JPN),05 MAR 2023
727,2:08:14,Cosmas LAGAT,Men,Marathon,12 DEC 1990,KEN,1,Sevilla (ESP),21 FEB 2016
727,2:08:14,Polat Kemboi ARIKAN,Men,Marathon,12 DEC 1990,TUR,6,Paris (FRA),14 APR 2019
727,2:08:14,Callum HAWKINS,Men,Marathon,22 JUN 1992,GBR,10,London (GBR),28 APR 2019
727,2:08:14,Abdellah TAGHARRAFET,Men,Marathon,01 JAN 1985,MAR,3,Seoul (KOR),06 NOV 2022
731,2:08:15,Takeyuki NAKAYAMA,Men,Marathon,20 DEC 1959,JPN,2,Hiroshima (JPN),14 APR 1985
731,2:08:15,Willie MTOLO,Men,Marathon,05 MAY 1964,RSA,2,Port Elizabeth (RSA),03 MAY 1986
731,2:08:15,Longyun REN,Men,Marathon,12 OCT 1987,CHN,2,Beijing (CHN),21 OCT 2007
731,2:08:15,Kento OTSU,Men,Marathon,07 DEC 1991,JPN,22,Otsu (JPN),28 FEB 2021
731,2:08:15,Edwin KIPLAGAT,Men,Marathon,19 FEB 1993,KEN,4,Genève (SUI),02 MAY 2021
736,2:08:16,Steve MONEGHETTI,Men,Marathon,26 SEP 1962,AUS,1,Berlin (GER),30 SEP 1990
736,2:08:16,Hailu NEGUSSIE,Men,Marathon,16 APR 1978,ETH,1,Hofu (JPN),15 DEC 2002
736,2:08:16,Wilson Kipkemboi KIGEN,Men,Marathon,10 AUG 1980,KEN,2,Frankfurt (GER),26 OCT 2008
736,2:08:16,Gilbert CHEPKWONY,Men,Marathon,1985,KEN,2,Daegu (KOR),08 APR 2012
736,2:08:16,Philip KANGOGO,Men,Marathon,12 DEC 1983,KEN,1,Barcelona (ESP),15 MAR 2015
736,2:08:16,Shogo NAKAMURA,Men,Marathon,16 SEP 1992,JPN,4,Berlin (GER),16 SEP 2018
742,2:08:17,Mohamed EL HACHIMI,Men,Marathon,05 SEP 1980,MAR,2,Seoul (KOR),07 NOV 2010
742,2:08:17,Hillary Kipchirchir KIMAIYO,Men,Marathon,30 APR 1981,KEN,1,Torreón (MEX),06 MAR 2011
742,2:08:17,Sammy KIBET,Men,Marathon,02 FEB 1982,KEN,1,Warszawa (POL),25 SEP 2011
742,2:08:17,Amanuel MESEL,Men,Marathon,29 DEC 1990,ERI,2,Valencia (ESP),17 NOV 2013
742,2:08:17,Tesfaye DEREJE,Men,Marathon,30 SEP 1985,ETH,3,Gongju (KOR),19 OCT 2014
742,2:08:17,Edwin KOECH,Men,Marathon,14 DEC 1987,KEN,5,Eindhoven (NED),11 OCT 2015
742,2:08:17,Yuki SATO,Men,Marathon,26 NOV 1986,JPN,13,Tokyo (JPN),06 MAR 2022
749,2:08:18,Tadayuki OJIMA,Men,Marathon,22 NOV 1976,JPN,2,Otsu (JPN),07 MAR 2004
749,2:08:18,Abere KASSW,Men,Marathon,08 DEC 1994,ETH,8,Dubai (UAE),24 JAN 2014
749,2:08:18,John HAKIZIMANA,Men,Marathon,26 OCT 1996,RWA,3,Milano (ITA),02 APR 2023
749,2:08:18,Noah Kiprotich KIGEN,Men,Marathon,12 JUN 1989,KEN,3,Venezia (ITA),22 OCT 2023
753,2:08:19,Simon LOPUYET,Men,Marathon,24 DEC 1972,KEN,4,Rotterdam (NED),20 APR 1997
753,2:08:19,Sahle WARGA,Men,Marathon,30 JAN 1984,ETH,7,Paris (FRA),07 APR 2013
753,2:08:19,Zane ROBERTSON,Men,Marathon,14 NOV 1989,NZL,3,Gold Coast (AUS),07 JUL 2019
753,2:08:19,Michael KAMAU,Men,Marathon,25 FEB 1992,KEN,1,Shenzhen (CHN),03 DEC 2023
757,2:08:20,Lahoussine MRIKIK,Men,Marathon,07 JUN 1972,MAR,1,Wien (AUT),07 MAY 2006
757,2:08:20,Samuel Muturi MUGO,Men,Marathon,02 MAY 1986,KEN,1,Beijing (CHN),18 OCT 2009
757,2:08:20,Daniel YEGO,Men,Marathon,28 AUG 1979,KEN,6,Amsterdam (NED),18 OCT 2009
757,2:08:20,Ishimael BUSHENDICH,Men,Marathon,07 JUL 1991,KEN,2,Milano (ITA),03 APR 2016
757,2:08:20,Birhanu TESHOME,Men,Marathon,1996,ETH,8,Dubai (UAE),25 JAN 2019
757,2:08:20,Hiroto FUJIMAGARI,Men,Marathon,26 MAY 1997,JPN,3,Oita (JPN),06 FEB 2022
757,2:08:20,Shunya KIKUCHI,Men,Marathon,26 JUL 1998,JPN,21,Osaka (JPN),26 FEB 2023
757,2:08:20,Gebise DEBELE,Men,Marathon,11 SEP 2000,ETH,2,Chongqing (CHN),24 MAR 2024
765,2:08:21,David RUTO,Men,Marathon,1980,KEN,5,Paris (FRA),06 APR 2003
765,2:08:21,Kamiel MAASE,Men,Marathon,20 OCT 1971,NED,9,Amsterdam (NED),21 OCT 2007
765,2:08:21,William Chebon CHEBOR,Men,Marathon,22 DEC 1982,KEN,2,Torino (ITA),13 NOV 2011
765,2:08:21,Naoya SAKUDA,Men,Marathon,17 DEC 1994,JPN,5,Fukuoka (JPN),06 DEC 2020
765,2:08:21,Keisuke HAYASHI,Men,Marathon,24 DEC 1996,JPN,14,Tokyo (JPN),06 MAR 2022
765,2:08:21,James Gitahi RUNGARU,Men,Marathon,14 JAN 1993,KEN,6,Fukuoka (JPN),04 DEC 2022
765,2:08:21,Barnaba KIPKOECH,Men,Marathon,27 APR 1993,KEN,1,Málaga (ESP),11 DEC 2022
772,2:08:22,Elias Kiptum MAINDI,Men,Marathon,06 JUN 1980,KEN,1,Kisumu (KEN),01 DEC 2007
772,2:08:22,Nixon Machichim KIPKOECH,Men,Marathon,1983,KEN,4,Toronto (CAN),26 SEP 2010
772,2:08:22,Dickson TUWEI,Men,Marathon,31 OCT 1992,KEN,1,Sevilla (ESP),25 FEB 2018
772,2:08:22,Emmanuel Oliaulo NGATUNY,Men,Marathon,10 OCT 1992,KEN,1,La Rochelle (FRA),24 NOV 2019
772,2:08:22,Daniel MATEO,Men,Marathon,31 AUG 1989,ESP,18,Valencia (ESP),06 DEC 2020
772,2:08:22,Filimon ABRAHAM,Men,Marathon,09 NOV 1992,GER,10,Barcelona (ESP),19 MAR 2023
772,2:08:22,Timothy KIPCHUMBA,Men,Marathon,1994,KEN,1,Padova (ITA),21 APR 2024
779,2:08:23,Joseph CHEBET,Men,Marathon,23 AUG 1970,KEN,1,Torino (ITA),11 MAY 1997
779,2:08:23,Hillary KIPCHUMBA,Men,Marathon,1985,KEN,4,Gongju (KOR),16 OCT 2016
779,2:08:23,Clement Kiprono LANGAT,Men,Marathon,18 DEC 1991,KEN,1,Roma (ITA),19 SEP 2021
779,2:08:23,Nguse AMLOSOM,Men,Marathon,10 NOV 1986,ERI,2,Málaga (ESP),12 DEC 2021
779,2:08:23,Dominic LETTING,Men,Marathon,10 NOV 1994,KEN,5,Frankfurt (GER),29 OCT 2023
784,2:08:24,Stephen KIOGORA,Men,Marathon,10 NOV 1974,KEN,3,Frankfurt (GER),26 OCT 2008
784,2:08:24,Daniel CHEPYEGUN,Men,Marathon,06 JAN 1986,UGA,5,Frankfurt (GER),31 OCT 2010
784,2:08:24,Hiroyuki HORIBATA,Men,Marathon,28 OCT 1986,JPN,2,Fukuoka (JPN),02 DEC 2012
784,2:08:24,Haftom WELDAY,Men,Marathon,13 MAR 1990,GER,30,Valencia (ESP),03 DEC 2023
788,2:08:25,Paul KIPSAMBU,Men,Marathon,18 FEB 1962,KEN,2,Paris (FRA),04 APR 1999
788,2:08:25,Wegayehu Girma TEFERA,Men,Marathon,28 SEP 1988,ETH,3,Seoul (KOR),07 NOV 2010
788,2:08:25,Daniel Kirwa TOO,Men,Marathon,21 NOV 1976,KEN,1,Ljubljana (SLO),23 OCT 2011
788,2:08:25,Kensuke HORIO,Men,Marathon,12 AUG 1996,JPN,15,Tokyo (JPN),06 MAR 2022
788,2:08:25,Gerba DIBABA,Men,Marathon,14 OCT 2000,ETH,4,Milano (ITA),07 APR 2024
793,2:08:26,Tessema ABSHERO,Men,Marathon,09 DEC 1986,ETH,4,Hamburg (GER),27 APR 2008
793,2:08:26,Kipkemoi KIPSANG,Men,Marathon,10 OCT 1990,KEN,3,Sevilla (ESP),19 FEB 2017
793,2:08:26,Aperumoi KACHAPIN,Men,Marathon,12 JAN 1990,KEN,10,Amsterdam (NED),15 OCT 2017
793,2:08:26,Jake ROBERTSON,Men,Marathon,14 NOV 1989,NZL,3,Otsu (JPN),04 MAR 2018
793,2:08:26,Ezekiel KEMBOI OMULLO,Men,Marathon,10 DEC 1987,KEN,2,Gold Coast (AUS),02 JUL 2023
793,2:08:26,Dario IVANOVSKI,Men,Marathon,15 MAY 1997,MKD,20,Sevilla (ESP),18 FEB 2024
799,2:08:27,Toshihiko SEKO,Men,Marathon,15 JUL 1956,JPN,1,"Chicago, IL (USA)",26 OCT 1986
799,2:08:27,Zembaba YIGEZE,Men,Marathon,26 SEP 1983,ETH,2,"Houston, TX (USA)",17 JAN 2010
