Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2604,2:11:56,Abraham HABTE,Men,Marathon,14 JUL 1996,ERI,4,Guangzhou (CHN),11 DEC 2016
2604,2:11:56,Soji IKEDA,Men,Marathon,22 DEC 1986,JPN,35,Tokyo (JPN),01 MAR 2020
2604,2:11:56,Hüseyin CAN,Men,Marathon,27 JAN 1999,TUR,36,Sevilla (ESP),20 FEB 2022
2604,2:11:56,Ezekiel CHEPKOROM,Men,Marathon,02 AUG 1992,UGA,14,Daegu (KOR),02 APR 2023
2621,2:11:57,Leonid MOSEYEV,Men,Marathon,21 OCT 1952,URS,2,Fukuoka (JPN),04 DEC 1977
2621,2:11:57,Francisco PACHECO,Men,Marathon,10 OCT 1961,MEX,8,"Chicago, IL (USA)",20 OCT 1985
2621,2:11:57,Shigemasa IKEDA,Men,Marathon,27 MAY 1957,JPN,3,Otsu (JPN),08 MAR 1987
2621,2:11:57,Konrad DOBLER,Men,Marathon,27 APR 1957,GER,11,London (GBR),21 APR 1991
2621,2:11:57,Tesfaye TAFA,Men,Marathon,15 NOV 1962,ETH,14,San Sebastián (ESP),31 OCT 1993
2621,2:11:57,Zbigniew NADOLSKI,Men,Marathon,14 JAN 1967,POL,1,Lisboa (POR),27 NOV 1994
2621,2:11:57,Kei YOKOYAMA,Men,Marathon,19 SEP 1974,JPN,6,Tokyo (JPN),14 FEB 1999
2621,2:11:57,Luis FEITEIRA,Men,Marathon,21 APR 1973,POR,5,Praha (CZE),10 MAY 2009
2621,2:11:57,Kazuya ISHIDA,Men,Marathon,12 SEP 1984,JPN,1,Nobeoka (JPN),12 FEB 2012
2621,2:11:57,José Carlos HERNÁNDEZ,Men,Marathon,17 MAR 1978,ESP,8,Barcelona (ESP),25 MAR 2012
2621,2:11:57,Teshome-Shimi YADETE,Men,Marathon,1989,ETH,1,Firenze (ITA),27 NOV 2016
2621,2:11:57,Hesiquio FLORES,Men,Marathon,12 AUG 1993,MEX,38,Sevilla (ESP),19 FEB 2023
2621,2:11:57,Asefa BEKELE,Men,Marathon,,ETH,5,Dublin (IRL),29 OCT 2023
2634,2:11:58,Shangyan CAI,Men,Marathon,19 JUL 1962,CHN,8,London (GBR),17 APR 1988
2634,2:11:58,Harri HÄNNINEN,Men,Marathon,18 OCT 1963,FIN,3,Rotterdam (NED),18 APR 1993
2634,2:11:58,Julius SUMAWE,Men,Marathon,12 SEP 1965,TAN,4,Hamburg (GER),23 MAY 1993
2634,2:11:58,Kenji ABE,Men,Marathon,08 DEC 1968,JPN,10,Paris (FRA),02 APR 1995
2634,2:11:58,Mark HUDSPITH,Men,Marathon,19 JAN 1969,GBR,11,London (GBR),02 APR 1995
2634,2:11:58,Davide MILESI,Men,Marathon,27 DEC 1964,ITA,7,Berlin (GER),24 SEP 1995
2634,2:11:58,Giuliano BATTOCLETTI,Men,Marathon,01 AUG 1975,ITA,3,Milano (ITA),04 DEC 2005
2634,2:11:58,Francis KIPTOO,Men,Marathon,10 AUG 1976,KEN,5,Nairobi (KEN),30 OCT 2011
2634,2:11:58,Ignacio CÁCERES,Men,Marathon,18 JUN 1976,ESP,9,Rotterdam (NED),15 APR 2012
2634,2:11:58,Jesús ESPAÑA,Men,Marathon,21 AUG 1978,ESP,6,Sevilla (ESP),21 FEB 2016
2634,2:11:58,Khalil LAMCIYEH,Men,Marathon,10 DEC 1986,MAR,6,Oita (JPN),05 FEB 2017
2634,2:11:58,Roba GEBRE,Men,Marathon,,ETH,3,Copenhagen (DEN),19 MAY 2019
2634,2:11:58,Yuki NAKAMURA,Men,Marathon,21 JUN 1981,JPN,19,Oita (JPN),02 FEB 2020
2634,2:11:58,David RONO,Men,Marathon,1994,KEN,2,Bregenz (AUT),09 OCT 2022
2648,2:11:59,Nikolay PENZIN,Men,Marathon,20 SEP 1950,URS,2,"Stadion Evžena Rošického, Praha (TCH)",03 SEP 1978
2648,2:11:59,Alain LAZARE,Men,Marathon,23 MAR 1952,FRA,7,Tokyo (JPN),12 FEB 1984
2648,2:11:59,Tuihaleni KAYELE,Men,Marathon,12 FEB 1964,NAM,2,Swakopmund (NAM),25 APR 1992
2648,2:11:59,Robert KEMPAINEN,Men,Marathon,18 JUN 1966,USA,2,"Los Angeles, CA (USA)",05 MAR 1995
2648,2:11:59,Stephen LANGAT,Men,Marathon,1962,KEN,6,Hamburg (GER),19 APR 1998
2648,2:11:59,Christopher Kiprotich TOROITICH,Men,Marathon,28 DEC 1980,KEN,2,Monterrey (MEX),14 DEC 2008
2648,2:11:59,Rui YONEZAWA,Men,Marathon,26 AUG 1986,JPN,6,Otsu (JPN),02 MAR 2014
2648,2:11:59,Lungile GONGQA,Men,Marathon,22 FEB 1979,RSA,2,Cape Town (RSA),20 SEP 2015
2648,2:11:59,Turner WILEY,Men,Marathon,17 APR 1993,USA,19,"Chicago, IL (USA)",09 OCT 2022
2648,2:11:59,Patrick KIPCHIRCHIR,Men,Marathon,,KEN,4,Nairobi (KEN),29 OCT 2023
2648,2:11:59,Yousheng GUAN,Men,Marathon,04 APR 1993,CHN,4,Fuzhou (CHN),17 DEC 2023
2648,2:11:59,Wangjiang CEN,Men,Marathon,12 OCT 1990,CHN,17,Wuxi (CHN),24 MAR 2024
2660,2:12:00,Morio SHIGEMATU,Men,Marathon,21 JUN 1940,JPN,1,Tyswik (JPN),12 JUN 1965
2660,2:12:00,Shivnath SINGH,Men,Marathon,11 JUL 1946,IND,1,Jullundur (IND),28 MAY 1978
2660,2:12:00,Dave GORDON,Men,Marathon,30 AUG 1959,USA,4,"Buffalo, NY (USA)",26 MAY 1984
2660,2:12:00,Sergey ROZUM,Men,Marathon,19 APR 1962,URS,3,Uzhgorod (URS),12 APR 1987
2660,2:12:00,Shuichi YONESHIGE,Men,Marathon,24 JUN 1961,JPN,2,Oita (JPN),04 FEB 1990
2660,2:12:00,Sung-keun OH,Men,Marathon,03 OCT 1975,KOR,2,Kongju (KOR),21 MAR 1999
2660,2:12:00,Derba BEDADE,Men,Marathon,1982,ETH,1,Beograd (SRB),23 APR 2005
2660,2:12:00,Momanyi BASWETI,Men,Marathon,1972,KEN,1,Lisboa (POR),16 APR 2006
2660,2:12:00,Sylvester Kipyego CHEBII,Men,Marathon,14 NOV 1982,KEN,3,"San Diego, CA (USA)",03 JUN 2007
2660,2:12:00,Arkadiusz SOWA,Men,Marathon,02 MAR 1979,POL,7,Berlin (GER),30 SEP 2007
2660,2:12:00,Benjamin MALATY,Men,Marathon,07 MAY 1986,FRA,13,Paris (FRA),07 APR 2013
2660,2:12:00,Noriaki TAKAHASHI,Men,Marathon,26 JUL 1982,JPN,13,Fukuoka (JPN),07 DEC 2014
2672,2:12:01,Bartalome SERRANO,Men,Marathon,05 MAR 1969,ESP,6,Amsterdam (NED),02 NOV 1997
2672,2:12:01,Kennedy MOMANYI,Men,Marathon,,KEN,2,Mombasa (KEN),20 JUN 1998
2672,2:12:01,Andrew MUSUVA,Men,Marathon,09 JAN 1970,KEN,4,"San Diego, CA (USA)",21 JUN 1998
2672,2:12:01,Kim JONG CHOL,Men,Marathon,30 MAR 1972,PRK,3,Pyongyang (PRK),09 APR 2000
2672,2:12:01,Gebremedhin GEBREMARIAM,Men,Marathon,1980,ETH,7,Dubai (UAE),06 JAN 2005
2672,2:12:01,Anderson Kiprono CHIRCHIR,Men,Marathon,22 DEC 1989,KEN,6,Chuncheon (KOR),24 OCT 2010
2672,2:12:01,Saidi Juma MAKULA,Men,Marathon,01 AUG 1994,TAN,3,Daegu (KOR),03 APR 2016
2672,2:12:01,Shadrack KIPTOO BIWOTT,Men,Marathon,19 FEB 1985,USA,5,"New York, NY (USA)",06 NOV 2016
2672,2:12:01,Boniface KONGIN,Men,Marathon,16 JAN 1990,KEN,1,"Duluth, MN (USA)",22 JUN 2019
2672,2:12:01,Tesema MIDEGISO,Men,Marathon,24 MAY 1997,ETH,10,Wuhan (CHN),24 MAR 2024
2682,2:12:02,Chiaki HARUMATSU,Men,Marathon,05 MAR 1958,JPN,6,Fukuoka (JPN),07 DEC 1986
2682,2:12:02,Rainer WACHENBRUNNER,Men,Marathon,11 JAN 1962,GDR,8,London (GBR),22 APR 1990
2682,2:12:02,Ruben MAZA,Men,Marathon,09 JUN 1967,VEN,1,"Pittsburgh, PA (USA)",05 MAY 1996
2682,2:12:02,Hiroaki TAKEDA,Men,Marathon,08 APR 1975,JPN,1,Beppu (JPN),01 FEB 2004
2682,2:12:02,Youssef GALMIN,Men,Marathon,10 APR 1978,MAR,3,Marrakech (MAR),28 JAN 2007
2682,2:12:02,Richard CHEPKWONY,Men,Marathon,1983,KEN,1,Münster (GER),13 SEP 2009
2682,2:12:02,Taoufik EL BARHOUMI,Men,Marathon,01 OCT 1981,MAR,8,Valencia (ESP),27 NOV 2011
2682,2:12:02,Paul Kipsiele KOECH,Men,Marathon,10 NOV 1981,KEN,15,Rotterdam (NED),09 APR 2017
2682,2:12:02,Kevin LEWIS,Men,Marathon,10 JUL 1993,USA,14,"Chandler, AZ (USA)",20 DEC 2020
2682,2:12:02,Tsepo RAMASHAMOLE,Men,Marathon,05 MAY 1998,LES,3,Cape Town (RSA),30 MAY 2021
2682,2:12:02,Stanley BETT,Men,Marathon,,KEN,3,Genève (SUI),15 MAY 2022
2682,2:12:02,Jackson Kemboi RUTTO,Men,Marathon,05 AUG 1993,KEN,3,Linz (AUT),16 APR 2023
2694,2:12:03,Eckhard LESSE,Men,Marathon,01 DEC 1948,GDR,2,Fukuoka (JPN),08 DEC 1974
2694,2:12:03,Jon Peter ANDERSON,Men,Marathon,12 OCT 1949,USA,4,"Eugene, OR (USA)",07 SEP 1980
2694,2:12:03,Yoshihiro NISHIMURA,Men,Marathon,24 APR 1957,JPN,1,Beppu (JPN),01 FEB 1987
2694,2:12:03,Guowei ZHANG,Men,Marathon,27 APR 1959,CHN,10,London (GBR),23 APR 1989
2694,2:12:03,Bruno LEGER,Men,Marathon,08 JAN 1967,FRA,6,Reims (FRA),10 OCT 1996
2694,2:12:03,Samson KOSGEI,Men,Marathon,1973,KEN,1,Bruxelles (BEL),28 AUG 2005
2694,2:12:03,Fred MOGAKA,Men,Marathon,18 JUN 1978,KEN,2,Melbourne (AUS),19 MAR 2006
