Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
4807,2:14:24,Zhujie WANGTANG,Men,Marathon,05 MAR 2002,CHN,30,Beijing (CHN),03 NOV 2024
4821,2:14:25,Toshiaki KAMATA,Men,Marathon,03 NOV 1951,JPN,4,Oita (JPN),05 FEB 1978
4821,2:14:25,Lionel ORTEGA,Men,Marathon,30 JUL 1954,USA,1,"Eugene, OR (USA)",10 SEP 1978
4821,2:14:25,János SZEKERES,Men,Marathon,11 MAR 1953,HUN,1,Budapest (HUN),02 NOV 1980
4821,2:14:25,Mitsuo AKIEDA,Men,Marathon,06 JUN 1952,JPN,4,Otsu (JPN),13 MAR 1983
4821,2:14:25,Jürgen DACHERT,Men,Marathon,04 FEB 1958,GER,8,"Chicago, IL (USA)",26 OCT 1986
4821,2:14:25,Guillermo YRIZAR,Men,Marathon,19 FEB 1958,MEX,8,"Houston, TX (USA)",18 JAN 1987
4821,2:14:25,Salah QOQAICHE,Men,Marathon,10 JUL 1967,MAR,6,"Estadio Olímpico, Barcelona (ESP)",09 AUG 1992
4821,2:14:25,Minoru TAKEISHI,Men,Marathon,04 SEP 1968,JPN,13,Fukuoka (JPN),04 DEC 1994
4821,2:14:25,Omar Gadid DAHER,Men,Marathon,1966,DJI,9,Puteaux (FRA),10 NOV 1996
4821,2:14:25,Shinji TSUNAZAKI,Men,Marathon,22 AUG 1973,JPN,6,Beppu (JPN),06 FEB 2000
4821,2:14:25,Alcídio COSTA,Men,Marathon,03 JUN 1966,POR,12,Hamburg (GER),21 APR 2002
4821,2:14:25,Antoni BERNADÓ,Men,Marathon,09 DEC 1966,AND,3,Barcelona (ESP),16 MAR 2003
4821,2:14:25,Edward MUGE,Men,Marathon,26 JUN 1983,KEN,13,Köln (GER),14 OCT 2012
4821,2:14:25,Leonard Patrick KOMON,Men,Marathon,10 JAN 1988,KEN,6,Eindhoven (NED),12 OCT 2014
4821,2:14:25,Samson GEZAHAI,Men,Marathon,07 FEB 1992,ERI,8,Praha (CZE),07 MAY 2017
4821,2:14:25,Daverson RAMOS,Men,Marathon,06 JUN 1991,PER,7,Buenos Aires (ARG),24 SEP 2023
4821,2:14:25,Novestus KIRWA,Men,Marathon,,KEN,14,Eindhoven (NED),13 OCT 2024
4838,2:14:26,Vadim MOCHALOV,Men,Marathon,06 JAN 1947,URS,14,Moskva (URS),24 MAY 1980
4838,2:14:26,Rudy DIRICKX,Men,Marathon,10 OCT 1955,BEL,9,Frankfurt (GER),13 MAY 1984
4838,2:14:26,Paul KIPKOECH,Men,Marathon,06 JAN 1963,KEN,1,"Cleveland, OH (USA)",19 MAY 1991
4838,2:14:26,Biruk BEKELE,Men,Marathon,,ETH,1,Sapporo (JPN),25 AUG 1996
4838,2:14:26,Sami MTOUGUI,Men,Marathon,1974,MAR,6,Reims (FRA),11 OCT 1998
4838,2:14:26,Moulay Ali OUADIH,Men,Marathon,08 DEC 1970,MAR,6,Frankfurt (GER),25 OCT 1998
4838,2:14:26,Makoto NISHIZAWA,Men,Marathon,16 MAY 1975,JPN,3,Ageo (JPN),07 FEB 1999
4838,2:14:26,Toshiyuki HIGUCHI,Men,Marathon,21 OCT 1974,JPN,6,Nobeoka (JPN),28 FEB 1999
4838,2:14:26,Francis KEMBOI,Men,Marathon,12 MAR 1966,KEN,5,Dublin (IRL),29 OCT 2001
4838,2:14:26,Norihiro MIZUGUCHI,Men,Marathon,19 JAN 1980,JPN,3,Nagano (JPN),20 APR 2003
4838,2:14:26,Jesús PRIMO TORRES,Men,Marathon,09 JUN 1972,MEX,7,Torreón (MEX),07 MAR 2004
4838,2:14:26,Julius Kipsigei MARITIM,Men,Marathon,1973,KEN,1,Annecy (FRA),13 APR 2008
4838,2:14:26,Bouazza SAJI,Men,Marathon,02 FEB 1982,BEL,15,Amsterdam (NED),19 OCT 2008
4838,2:14:26,Wilson MOKI,Men,Marathon,,KEN,19,Nairobi (KEN),30 OCT 2011
4838,2:14:26,Daniel KILIMO,Men,Marathon,1988,KEN,1,Kisumu (KEN),16 DEC 2012
4838,2:14:26,Wubishet GIRUM ZEWDE,Men,Marathon,13 OCT 1990,ETH,1,Ahmedabad (IND),06 JAN 2013
4838,2:14:26,Muhan HASI,Men,Marathon,27 NOV 1989,CHN,5,Chongqing (CHN),22 MAR 2015
4838,2:14:26,Gemechu Edeo KELU,Men,Marathon,18 JAN 1980,ETH,8,Beirut (LBN),11 NOV 2018
4838,2:14:26,Josh KALAPOS,Men,Marathon,,USA,17,"Orlando, FL (USA)",03 FEB 2024
4838,2:14:26,Appachangada BELLIAPPA,Men,Marathon,11 FEB 1992,IND,16,Wien (AUT),21 APR 2024
4858,2:14:27,Ichiro MIHARA,Men,Marathon,18 AUG 1946,JPN,4,Oita (JPN),03 FEB 1974
4858,2:14:27,Jukka TOIVOLA,Men,Marathon,07 SEP 1949,FIN,10,Tokyo (JPN),08 FEB 1981
4858,2:14:27,Karl HARRISON,Men,Marathon,16 OCT 1956,GBR,18,London (GBR),17 APR 1988
4858,2:14:27,Gary SPRING,Men,Marathon,20 AUG 1963,GBR,4,Lille (FRA),05 SEP 1992
4858,2:14:27,Everton Ludivice DE MORAES,Men,Marathon,17 JUL 1973,BRA,1,São Paulo (BRA),08 SEP 2002
4858,2:14:27,Lucho SEME,Men,Marathon,1979,ETH,16,Amsterdam (NED),21 OCT 2007
4858,2:14:27,Aritaka KAJIWARA,Men,Marathon,16 JUN 1988,JPN,16,Fukuoka (JPN),04 DEC 2016
4858,2:14:27,Geoffrey KIPKOECH,Men,Marathon,,KEN,5,Madrid (ESP),23 APR 2017
4858,2:14:27,Ben ST. LAWRENCE,Men,Marathon,07 NOV 1981,AUS,9,Gold Coast (AUS),07 JUL 2019
4858,2:14:27,Ryoya SAKURAI,Men,Marathon,10 NOV 1998,JPN,50,Osaka (JPN),26 FEB 2023
4858,2:14:27,KOrme NEGASI,Men,Marathon,,ETH,3,Xuzhou (CHN),05 NOV 2023
4858,2:14:27,Le XU,Men,Marathon,12 NOV 1997,CHN,31,Beijing (CHN),03 NOV 2024
4870,2:14:28,Buddy EDELEN,Men,Marathon,22 SEP 1937,USA,1,Chiswick (GBR),15 JUN 1963
4870,2:14:28,Yuriy VOLKOV,Men,Marathon,23 AUG 1938,URS,8,Fukuoka (JPN),06 DEC 1970
4870,2:14:28,Bruce COLDSMITH,Men,Marathon,17 FEB 1957,USA,7,"Metairie, LA (USA)",10 FEB 1980
4870,2:14:28,Josef JÁNSKÝ,Men,Marathon,24 NOV 1940,TCH,10,Karl Marx Stadt (GDR),03 MAY 1980
4870,2:14:28,David BLACK,Men,Marathon,02 OCT 1952,GBR,2,Milton Keynes (GBR),03 MAY 1980
4870,2:14:28,Mike DYON,Men,Marathon,26 OCT 1955,CAN,8,Montréal (CAN),13 SEP 1981
4870,2:14:28,Tadesse BIRRU,Men,Marathon,1956,ETH,11,Tokyo (JPN),31 JAN 1982
4870,2:14:28,Carlton LAW,Men,Marathon,16 MAY 1962,USA,2,"Huntsville, AL (USA)",11 DEC 1982
4870,2:14:28,Young-man BAN,Men,Marathon,25 MAR 1964,KOR,3,Seoul (KOR),16 MAR 1986
4870,2:14:28,Jaime OJEDA,Men,Marathon,03 AUG 1963,CHI,1,Santiago de Chile (CHI),29 APR 1990
4870,2:14:28,Dariusz NAWROCKI,Men,Marathon,03 SEP 1964,POL,2,Echternach (LUX),24 OCT 1993
4870,2:14:28,Elijah NYABUTI,Men,Marathon,10 FEB 1979,KEN,5,Mumbai (IND),20 JAN 2008
4870,2:14:28,Zohar ZIMRO,Men,Marathon,15 JUN 1977,ISR,10,Rotterdam (NED),10 APR 2011
4870,2:14:28,Liberato PELLECCHIA,Men,Marathon,21 OCT 1982,ITA,17,Berlin (GER),29 SEP 2013
4870,2:14:28,Edwin KIPYEGO,Men,Marathon,16 NOV 1990,KEN,15,Frankfurt (GER),27 OCT 2013
4870,2:14:28,Sid VAUGHN,Men,Marathon,26 JUL 1994,USA,25,"Chandler, AZ (USA)",20 DEC 2020
4886,2:14:29,Ambrose BURFOOT,Men,Marathon,19 AUG 1946,USA,6,Fukuoka (JPN),08 DEC 1968
4886,2:14:29,Hisaji SUGAYA,Men,Marathon,23 DEC 1952,JPN,1,Hofu (JPN),26 DEC 1982
4886,2:14:29,Aleksandr PERSHIN,Men,Marathon,04 SEP 1968,RUS,2,Kaliningrad (RUS),24 APR 1994
4886,2:14:29,Butiki JANTJIES,Men,Marathon,23 JUN 1970,RSA,6,Cape Town (RSA),28 FEB 1999
4886,2:14:29,Jun-ichi YASUNAGA,Men,Marathon,25 APR 1973,JPN,8,Otsu (JPN),07 MAR 1999
4886,2:14:29,Ryan SHAY,Men,Marathon,04 MAY 1979,USA,1,"Birmingham, AL (USA)",08 FEB 2003
4886,2:14:29,Koichi SAKAI,Men,Marathon,11 MAR 1986,JPN,14,Beijing (CHN),18 OCT 2009
4886,2:14:29,Najim EL QADY,Men,Marathon,31 DEC 1980,MAR,8,Seoul (KOR),01 NOV 2009
4886,2:14:29,Uladzislau PRAMAU,Men,Marathon,03 AUG 1984,BLR,9,Warszawa (POL),14 APR 2019
4886,2:14:29,Dongjie DUAN,Men,Marathon,23 MAY 1993,CHN,11,Xuzhou (CHN),11 APR 2021
4886,2:14:29,Atsushi YAMATO,Men,Marathon,13 MAR 1997,JPN,13,Nobeoka (JPN),11 FEB 2024
4886,2:14:29,Regan MAGWAI,Men,Marathon,12 DEC 1991,RSA,11,Durban (RSA),28 APR 2024
4898,2:14:30,Gianni DEMADONNA,Men,Marathon,14 JUN 1954,ITA,17,"Chicago, IL (USA)",20 OCT 1985
4898,2:14:30,Ken-ichi TSURUSAKI,Men,Marathon,05 JUL 1966,JPN,3,Hofu (JPN),15 DEC 1991
4898,2:14:30,Jean Marie GEHIN,Men,Marathon,04 AUG 1961,FRA,1,Caen (FRA),12 JUN 1994
