Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1147,2:29:01,Sonia O'SULLIVAN,Women,Marathon,28 NOV 1969,IRL,8,London (GBR),17 APR 2005
1147,2:29:01,Amber ZIMMERMAN,Women,Marathon,15 SEP 1992,USA,5,"Houston, TX (USA)",19 JAN 2025
1150,2:29:02,Mayumi FUJITA,Women,Marathon,26 MAY 1983,JPN,7,Yokohama (JPN),18 NOV 2012
1151,2:29:03,Shengzhi ZHAO,Women,Marathon,19 NOV 1975,CHN,10,Beijing (CHN),14 OCT 2001
1151,2:29:03,Anastasia Njambi NDEREBA,Women,Marathon,27 SEP 1974,KEN,1,Venezia (ITA),27 OCT 2002
1151,2:29:03,Dayna PIDHORESKY,Women,Marathon,18 NOV 1986,CAN,10,Toronto (CAN),20 OCT 2019
1151,2:29:03,Veronicah Nyaruai WANJIRU,Women,Marathon,29 OCT 1989,KEN,4,Osaka (JPN),01 DEC 2019
1155,2:29:04,Maria LELUT-REBELO,Women,Marathon,29 JAN 1956,FRA,5,London (GBR),21 APR 1991
1155,2:29:04,Anikó KÁLOVICS,Women,Marathon,13 MAY 1977,HUN,3,Roma (ITA),16 MAR 2008
1155,2:29:04,Sule UTURA,Women,Marathon,08 FEB 1990,ETH,1,Venezia (ITA),22 OCT 2017
1155,2:29:04,Rebecca KORIR,Women,Marathon,12 AUG 1992,KEN,1,Warszawa (POL),29 SEP 2019
1155,2:29:04,Bekelech TEKU,Women,Marathon,06 JUL 2003,ETH,15,Dubai (UAE),12 JAN 2025
1160,2:29:05,Kristy JOHNSTON,Women,Marathon,03 JUN 1965,USA,1,"Houston, TX (USA)",24 JAN 1993
1160,2:29:05,Choe Il GYONG,Women,Marathon,19 FEB 2001,PRK,9,Wuxi (CHN),24 MAR 2024
1162,2:29:06,Yelena MAZOVKA,Women,Marathon,30 JUN 1967,BLR,9,London (GBR),13 APR 1997
1162,2:29:06,Alyson DIXON,Women,Marathon,24 SEP 1978,GBR,14,London (GBR),23 APR 2017
1162,2:29:06,Becky BRIGGS,Women,Marathon,02 MAR 2000,GBR,1,Manchester (GBR),03 APR 2022
1162,2:29:06,Peniah JEROP,Women,Marathon,22 JUN 1992,KEN,4,Dublin (IRL),29 OCT 2023
1166,2:29:07,Miyuki ANDO,Women,Marathon,25 MAR 1980,JPN,12,Osaka (JPN),27 JAN 2008
1166,2:29:07,Elizeba CHERONO,Women,Marathon,06 JUN 1988,NED,4,Gold Coast (AUS),02 JUL 2017
1166,2:29:07,Samantha BLUSKE,Women,Marathon,17 JUN 1991,USA,11,Frankfurt (GER),27 OCT 2019
1169,2:29:08,Iris BIBA-PÖSCHL,Women,Marathon,27 MAY 1964,GER,6,Berlin (GER),29 SEP 1996
1169,2:29:08,Chieko KIDO,Women,Marathon,14 MAR 1990,JPN,4,Osaka (JPN),25 JAN 2015
1171,2:29:09,Marguerite BUIST,Women,Marathon,29 DEC 1962,NZL,2,Nagoya (JPN),05 MAR 1989
1171,2:29:09,Rose CHEPCHUMBA,Women,Marathon,14 MAR 1979,KEN,3,Enschede (NED),17 APR 2016
1171,2:29:09,Sylvia Mboga MEDUGU,Women,Marathon,14 FEB 1990,KEN,7,Frankfurt (GER),29 OCT 2017
1171,2:29:09,Roberta GRONER,Women,Marathon,04 JAN 1978,USA,5,Rotterdam (NED),07 APR 2019
1175,2:29:10,Yelena RAZDROGINA,Women,Marathon,25 AUG 1969,RUS,1,Paris (FRA),06 APR 1997
1175,2:29:10,Blake PHILLIPS-RUSSELL,Women,Marathon,24 JUL 1975,USA,6,"Chicago, IL (USA)",09 OCT 2005
1175,2:29:10,Melka MULU,Women,Marathon,1992,ETH,2,Barcelona (ESP),15 MAR 2015
1175,2:29:10,Helen JEPKURGAT,Women,Marathon,21 FEB 1989,KEN,6,Praha (CZE),05 MAY 2019
1175,2:29:10,Yayla GÖNEN,Women,Marathon,01 MAR 1997,TUR,15,Sevilla (ESP),19 FEB 2023
1180,2:29:11,Úrsula Patricia SÁNCHEZ,Women,Marathon,15 SEP 1987,MEX,8,"Chandler, AZ (USA)",20 DEC 2020
1180,2:29:11,Tamir AGERE,Women,Marathon,11 SEP 2000,ETH,4,Taiyuan (CHN),21 MAY 2023
1182,2:29:12,Yelena MAKOLOVA,Women,Marathon,05 JAN 1968,BLR,1,"Duluth, MN (USA)",19 JUN 1999
1182,2:29:12,Kirsten Melkevik OTTERBU,Women,Marathon,29 MAY 1970,NOR,3,Frankfurt (GER),28 OCT 2007
1182,2:29:12,Eleni GEBREMEDHIN-GEBREHIWOT,Women,Marathon,03 AUG 1984,ETH,1,Münster (GER),08 SEP 2013
1182,2:29:12,Betty CHEPKORIR,Women,Marathon,,KEN,5,Madrid (ESP),28 APR 2024
1182,2:29:12,Sara NESTOLA,Women,Marathon,08 MAY 2001,ITA,22,Valencia (ESP),01 DEC 2024
1187,2:29:13,Olga KOTOVSKA,Women,Marathon,05 DEC 1983,UKR,2,Hannover (GER),19 APR 2015
1187,2:29:13,Sharon KEMBOI,Women,Marathon,,KEN,1,Kobe (JPN),20 NOV 2022
1187,2:29:13,Rebecca JERUTO,Women,Marathon,25 FEB 1991,KEN,1,Münster (GER),03 SEP 2023
1187,2:29:13,Savannah BERRY,Women,Marathon,,USA,2,"Valley Cottage, NY (USA)",14 OCT 2023
1191,2:29:14,Ayelech WORKU,Women,Marathon,12 JUN 1979,ETH,1,Hamburg (GER),29 APR 2007
1191,2:29:14,Virginia MOLONEY,Women,Marathon,06 MAY 1990,AUS,5,Gold Coast (AUS),02 JUL 2017
1193,2:29:15,Ogla Jerono KIMAIYO,Women,Marathon,24 JUL 1988,KEN,2,Amsterdam (NED),19 OCT 2014
1193,2:29:15,Shaoqing HUA,Women,Marathon,12 FEB 1994,CHN,2,Chongqing (CHN),20 MAR 2016
1193,2:29:15,Ftaw ZERAY,Women,Marathon,03 AUG 1997,ETH,1,Hefei (CHN),10 NOV 2019
1193,2:29:15,Mhairi MACLENNAN,Women,Marathon,26 MAR 1995,GBR,11,London (GBR),21 APR 2024
1193,2:29:15,Sofia CAMACHO,Women,Marathon,04 MAY 1999,USA,23,Valencia (ESP),01 DEC 2024
1198,2:29:16,Risper KIMAIYO,Women,Marathon,26 JUN 1979,KEN,4,Roma (ITA),22 MAR 2009
1199,2:29:17,Renata PARADOWSKA-SOBIESAK,Women,Marathon,14 JUN 1970,POL,5,Hamburg (GER),27 APR 2003
1199,2:29:17,Leah MALOT,Women,Marathon,07 JUN 1972,KEN,6,Berlin (GER),20 SEP 2009
