Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2215,2:33:59,Kim YON OK,Women,Marathon,,PRK,6,Pyongyang (PRK),08 APR 2012
2215,2:33:59,Eunice MUMBUA KIOKO,Women,Marathon,04 OCT 1987,KEN,2,Münster (GER),10 SEP 2017
2215,2:33:59,Zuolan HUANG,Women,Marathon,02 JUN 1999,CHN,12,Nanjing (CHN),29 NOV 2020
2221,2:34:00,Luci Njeri MUHAMI,Women,Marathon,20 JUN 1978,KEN,2,Monterrey (MEX),16 DEC 2007
2222,2:34:01,Takako HIROSE,Women,Marathon,10 SEP 1970,JPN,8,Nagoya (JPN),14 MAR 1999
2222,2:34:01,Kumi OGURA,Women,Marathon,24 JUN 1985,JPN,15,Nagoya (JPN),10 MAR 2013
2222,2:34:01,Esther ATKINS,Women,Marathon,20 APR 1986,USA,1,St. Paul (USA),05 OCT 2014
2222,2:34:01,Pamela CHEPKOECH,Women,Marathon,1984,KEN,2,Linyi (CHN),15 NOV 2015
2222,2:34:01,Tsedal GEBRETSADIK,Women,Marathon,,ETH,1,Beograd (SRB),15 MAY 2022
2227,2:34:02,Ayumi ISHIKURA,Women,Marathon,13 NOV 1967,JPN,3,Nagoya (JPN),05 MAR 1989
2227,2:34:02,Sara Elizabeth SEDILLO SANCHEZ,Women,Marathon,20 SEP 1976,MEX,2,Torreón (MEX),03 MAR 2002
2227,2:34:02,Monica SILVA,Women,Marathon,25 NOV 1983,POR,8,Hamburg (GER),26 APR 2015
2227,2:34:02,Zinashwork YENEW,Women,Marathon,11 SEP 1993,ETH,4,Cape Town (RSA),16 OCT 2022
2231,2:34:03,Hong-mei WANG,Women,Marathon,28 JAN 1967,CHN,11,Osaka (JPN),31 JAN 1993
2232,2:34:04,Kate O'NEILL,Women,Marathon,29 JUL 1980,USA,9,"Chicago, IL (USA)",12 OCT 2008
2232,2:34:04,Grace WATUA KITONGA,Women,Marathon,,KEN,5,Nairobi (KEN),30 OCT 2011
2232,2:34:04,Yuri NOZOE,Women,Marathon,03 MAY 1996,JPN,20,Nagoya (JPN),08 MAR 2020
2232,2:34:04,Maria Sagnes WÅGAN,Women,Marathon,22 MAY 1992,NOR,26,Sevilla (ESP),19 FEB 2023
2236,2:34:05,Jeannette HEIN,Women,Marathon,17 DEC 1966,GDR,1,Berlin (GER),12 SEP 1987
2236,2:34:05,Eiko YAMAZAKI,Women,Marathon,05 SEP 1971,JPN,16,Nagoya (JPN),09 MAR 1997
2236,2:34:05,Faustina Maria RAMOS,Women,Marathon,28 APR 1971,ESP,4,Rotterdam (NED),21 APR 2002
2236,2:34:05,Yukiko MATSUBARA,Women,Marathon,29 DEC 1987,JPN,18,Osaka (JPN),27 JAN 2008
2236,2:34:05,Odekta Elvina NAIBAHO,Women,Marathon,05 NOV 1991,INA,10,Daegu (KOR),07 APR 2024
2241,2:34:06,Larisa TIMKINA,Women,Marathon,07 DEC 1966,MDA,1,Mainz (GER),06 MAY 2001
2241,2:34:06,Etaferahu TAREKEGN,Women,Marathon,19 APR 1980,ETH,3,Zürich (SUI),26 APR 2009
2241,2:34:06,Ashlee POWERS,Women,Marathon,22 DEC 1993,USA,11,"Duluth, MN (USA)",17 JUN 2023
2244,2:34:07,Maria STAROVSKA,Women,Marathon,02 MAR 1959,TCH,1,Barcelona (ESP),15 MAR 1992
2244,2:34:07,Adelia ELIAS,Women,Marathon,07 MAY 1974,POR,9,Berlin (GER),28 SEP 2003
2244,2:34:07,Abiyot ESHETU DEME,Women,Marathon,20 SEP 1990,ETH,1,Würzburg (GER),17 MAY 2015
2244,2:34:07,Heather LIEBERG,Women,Marathon,18 JUN 1979,USA,3,"Minneapolis, MN (USA)",06 OCT 2019
2248,2:34:08,Anastasiya PODALYNSKAYA,Women,Marathon,14 MAR 1992,BLR,7,Roma (ITA),16 MAR 2008
2248,2:34:08,Lisa FLINT,Women,Marathon,20 MAY 1985,AUS,1,Melbourne (AUS),11 OCT 2009
2248,2:34:08,Jong-sim RI,Women,Marathon,,PRK,8,Pyongyang (PRK),07 APR 2019
2248,2:34:08,Helen DAVIES,Women,Marathon,12 SEP 1979,GBR,1,Brighton (GBR),14 APR 2019
2252,2:34:09,Martha WHITE,Women,Marathon,31 OCT 1959,USA,8,"Olympia, WA (USA)",12 MAY 1984
2252,2:34:09,Gail KINGMA,Women,Marathon,16 DEC 1960,USA,2,"Sacramento, CA (USA)",02 DEC 1984
2252,2:34:09,Cyndie BROWN,Women,Marathon,29 AUG 1961,USA,2,"Pittsburgh, PA (USA)",03 MAY 1987
2252,2:34:09,Cassandra MIHAILOVIC,Women,Marathon,06 APR 1961,FRA,4,Berlin (GER),04 OCT 1987
2252,2:34:09,Sirje EICHELMANN,Women,Marathon,16 JUL 1955,URS,2,Belaya Tserkov (URS),07 OCT 1988
2252,2:34:09,Kaoru SUGITA,Women,Marathon,30 JUL 1974,JPN,19,Nagoya (JPN),10 MAR 1996
2252,2:34:09,Yuko KAWAKAMI,Women,Marathon,01 AUG 1975,JPN,9,Nagoya (JPN),14 MAR 1999
2252,2:34:09,Claudia OBERLIN,Women,Marathon,29 JAN 1979,SUI,2,Zürich (SUI),04 APR 2004
2252,2:34:09,Karen VAN PROEYEN,Women,Marathon,18 NOV 1984,BEL,5,Eindhoven (NED),08 OCT 2023
2252,2:34:09,Mekkonen Serkalem MENGISTE,Women,Marathon,04 SEP 1999,ETH,2,Zürich (SUI),21 APR 2024
2262,2:34:10,Susanne RIERMEIER,Women,Marathon,23 DEC 1960,FRG,3,Frankfurt (GER),19 MAY 1985
2262,2:34:10,Bonnie MCREYNOLDS,Women,Marathon,03 JAN 1964,USA,2,"Duluth, MN (USA)",22 JUN 1996
2262,2:34:10,Heather TURLAND,Women,Marathon,27 APR 1960,AUS,3,Frankfurt (GER),27 OCT 1996
2262,2:34:10,Yulia ARFIPOVA,Women,Marathon,07 MAR 1981,UZB,8,Frankfurt (GER),28 OCT 2007
2262,2:34:10,Jessica Patricia RODRÍGUEZ GALVÁN,Women,Marathon,09 SEP 1976,MEX,2,Culiacán (MEX),18 JAN 2009
2262,2:34:10,Yenealem AYANEW,Women,Marathon,14 MAR 1986,ETH,4,Barcelona (ESP),07 MAR 2010
2262,2:34:10,Evelyn LAGAT,Women,Marathon,12 AUG 1980,KEN,5,"Baltimore, MD (USA)",15 OCT 2011
2262,2:34:10,Hiruni WIJAYARATNE,Women,Marathon,05 DEC 1990,SRI,2,Düsseldorf (GER),28 APR 2019
2270,2:34:11,Rita BORRALHO,Women,Marathon,21 MAR 1954,POR,5,Berlin (GER),01 OCT 1989
2270,2:34:11,Sally GOLDSMITH,Women,Marathon,18 JAN 1961,GBR,1,Ferrara (ITA),03 MAR 1996
2270,2:34:11,Maria OSOKINA,Women,Marathon,04 NOV 1993,RUS,1,St. Petersburg (RUS),30 JUN 2019
2270,2:34:11,Hikaru KITAGAWA,Women,Marathon,24 NOV 2001,JPN,18,Osaka (JPN),28 JAN 2024
2274,2:34:12,Fátima NEVES,Women,Marathon,13 FEB 1963,POR,8,Paris (FRA),24 APR 1994
2274,2:34:12,Yukiko SANO,Women,Marathon,02 DEC 1973,JPN,14,Osaka (JPN),25 JAN 1998
2274,2:34:12,Wilma VAN ONNA,Women,Marathon,13 JUN 1965,NED,2,Eindhoven (NED),10 OCT 1999
2274,2:34:12,Misuzu OKAMOTO,Women,Marathon,21 MAY 1989,JPN,5,Sapporo (JPN),30 AUG 2009
2274,2:34:12,Ivana IOZZIA,Women,Marathon,18 FEB 1973,ITA,1,Torino (ITA),17 NOV 2013
2279,2:34:13,Pamela LISORENG,Women,Marathon,1987,KEN,4,Hengshui (CHN),21 SEP 2013
2279,2:34:13,Arado GULUME,Women,Marathon,1996,ETH,3,Linz (AUT),07 APR 2024
2281,2:34:14,Prisca KIPRONO,Women,Marathon,1980,KEN,3,Zürich (SUI),20 APR 2008
2281,2:34:14,Kedir ZAHARA,Women,Marathon,1986,ETH,5,Hong Kong (HKG),05 FEB 2012
2281,2:34:14,Keneni ASSEFA GUDETA,Women,Marathon,1988,ETH,3,Zhengzhou (CHN),27 MAR 2016
2281,2:34:14,Kelli SMITH,Women,Marathon,,USA,12,"Houston, TX (USA)",16 JAN 2022
2285,2:34:15,Akiyo GOTO,Women,Marathon,13 JUL 1970,JPN,13,Nagoya (JPN),07 MAR 1993
2285,2:34:15,Jinxue CHANG,Women,Marathon,09 MAR 1988,CHN,8,Beijing (CHN),24 OCT 2010
2285,2:34:15,Gum Hui RIM,Women,Marathon,1993,PRK,5,Pyongyang (PRK),10 APR 2016
2285,2:34:15,Karen EHRENREICH,Women,Marathon,24 SEP 1984,DEN,27,Sevilla (ESP),19 FEB 2023
2289,2:34:16,Yelena ORLOVA,Women,Marathon,03 FEB 1970,RUS,1,"Detroit, MI (USA)",24 OCT 2004
2289,2:34:16,Chinami FUKAMINATO,Women,Marathon,21 MAY 1985,JPN,6,Sapporo (JPN),30 AUG 2009
2289,2:34:16,Hellen CHEPKORIR,Women,Marathon,23 JAN 1994,KEN,8,Košice (SVK),01 OCT 2017
2289,2:34:16,Caryl JONES,Women,Marathon,04 APR 1987,GBR,11,Amsterdam (NED),15 OCT 2017
2293,2:34:17,Joanna LODGE,Women,Marathon,06 JAN 1968,GBR,7,Berlin (GER),29 SEP 2002
2293,2:34:17,Turena JOHNSON-LANE,Women,Marathon,20 JUL 1975,USA,6,"Boston, MA (USA)",20 APR 2008
2293,2:34:17,Dagmara HANDZLIK,Women,Marathon,20 FEB 1986,CYP,7,Gold Coast (AUS),07 JUL 2019
2296,2:34:18,Joke KLEIJWEG,Women,Marathon,29 JAN 1962,NED,1,Rotterdam (NED),21 APR 1991
2296,2:34:18,Mineko WATANABE,Women,Marathon,24 JUL 1972,JPN,6,Nagoya (JPN),12 MAR 1995
2296,2:34:18,Miya NISHIO,Women,Marathon,11 MAY 1988,JPN,12,Tokyo (JPN),28 FEB 2016
2296,2:34:18,Vera NUNES,Women,Marathon,27 JAN 1980,POR,1,Zürich (SUI),09 APR 2017
2296,2:34:18,Ruth CROFT,Women,Marathon,15 JAN 1989,NZL,8,Seoul (KOR),17 MAR 2019
